Exercise_Name,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Triceps Pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Triceps using cable. Triceps Pushdown is designed to improve strength, flexibility, and endurance."
Low cable overhead triceps extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Triceps using cable. Low cable overhead triceps extension is designed to improve strength, flexibility, and endurance."
Single-arm cable cross-over,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Chest using cable. Single-arm cable cross-over is designed to improve strength, flexibility, and endurance."
Seated dumbbell biceps curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,"A moderately rated exercise targeting the Biceps using dumbbell. Seated dumbbell biceps curl is designed to improve strength, flexibility, and endurance."
Battle ropes,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,"A moderately rated exercise targeting the Shoulders using other. Battle ropes is designed to improve strength, flexibility, and endurance."
Dead bug reach,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,"A moderately rated exercise targeting the Abdominals using body only. Dead bug reach is designed to improve strength, flexibility, and endurance."
Deadlift with Chains,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Rope Crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Abdominals using cable. Rope Crunch is designed to improve strength, flexibility, and endurance."
Kettlebell thruster,,,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,"A moderately rated exercise targeting the Glutes using kettlebells. Kettlebell thruster is designed to improve strength, flexibility, and endurance."
Single-Arm Push-Up,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,"A moderately rated exercise targeting the Chest using body only. Single-Arm Push-Up is designed to improve strength, flexibility, and endurance."
Band Hip Adductions,https://www.bodybuilding.com/exercises/exerciseImages/sequences/850/Male/m/850_2.jpg,,https://www.bodybuilding.com/exercises/muscle/adductors,Legs,https://www.bodybuilding.com/exercises/equipment/bands,Bands,8.6,"A moderately rated exercise targeting the Adductors using bands. Band Hip Adductions is designed to improve strength, flexibility, and endurance."
Single-arm kettlebell clean,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-80k-single-arm-kettlebell-clean-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-80k-single-arm-kettlebell-clean-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,"A moderately rated exercise targeting the Hamstrings using kettlebells. Single-arm kettlebell clean is designed to improve strength, flexibility, and endurance."
Preacher Hammer Dumbbell Curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/m/155_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/m/155_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,"Stand with feet shoulder-width, hold dumbbells with palms facing forward, and curl towards your shoulders. Keep elbows stationary."
Alternating Kettlebell Press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/504/Male/m/504_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/504/Male/m/504_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,"A moderately rated exercise targeting the Shoulders using kettlebells. Alternating Kettlebell Press is designed to improve strength, flexibility, and endurance."
Split Squat with Dumbbells,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61e-dumbbell-bulgarian-split-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61e-dumbbell-bulgarian-split-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Standing One-Arm Dumbbell Curl Over Incline Bench,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/finder,,8.6,"Stand with feet shoulder-width, hold dumbbells with palms facing forward, and curl towards your shoulders. Keep elbows stationary."
Sledgehammer swing,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,"A moderately rated exercise targeting the Abdominals using other. Sledgehammer swing is designed to improve strength, flexibility, and endurance."
Kneeling Squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/m/697_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/m/697_2.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Single-arm kettlebell snatch,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,"A moderately rated exercise targeting the Shoulders using kettlebells. Single-arm kettlebell snatch is designed to improve strength, flexibility, and endurance."
Close-grip barbell curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20b-close-grip-barbell-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20b-close-grip-barbell-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,"A moderately rated exercise targeting the Biceps using barbell. Close-grip barbell curl is designed to improve strength, flexibility, and endurance."
Box jump,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,"A moderately rated exercise targeting the Hamstrings using other. Box jump is designed to improve strength, flexibility, and endurance."
Standing cable crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Abdominals using cable. Standing cable crunch is designed to improve strength, flexibility, and endurance."
Leverage Incline Chest Press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/893/Male/m/893_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/893/Male/m/893_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.6,"A moderately rated exercise targeting the Chest using machine. Leverage Incline Chest Press is designed to improve strength, flexibility, and endurance."
Standing barbell overhead triceps extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,"A moderately rated exercise targeting the Triceps using barbell. Standing barbell overhead triceps extension is designed to improve strength, flexibility, and endurance."
Lying cable triceps extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Triceps using cable. Lying cable triceps extension is designed to improve strength, flexibility, and endurance."
Kettlebell Turkish Get-Up (Squat style),https://www.bodybuilding.com/exercises/exerciseImages/sequences/527/Male/m/527_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/527/Male/m/527_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/finder,,8.6,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Crunch - Hands Overhead,https://www.bodybuilding.com/exercises/exerciseImages/sequences/113/Male/m/113_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/113/Male/m/113_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,"A moderately rated exercise targeting the Abdominals using body only. Crunch - Hands Overhead is designed to improve strength, flexibility, and endurance."
Cable Internal Rotation,https://www.bodybuilding.com/exercises/exerciseImages/sequences/315/Male/m/315_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/315/Male/m/315_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Shoulders using cable. Cable Internal Rotation is designed to improve strength, flexibility, and endurance."
Leg Extensions,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18m-leg-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18m-leg-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,"A moderately rated exercise targeting the Quadriceps using machine. Leg Extensions is designed to improve strength, flexibility, and endurance."
Standing One-Arm Dumbbell Curl Over Incline Bench,https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/finder,,8.6,"Stand with feet shoulder-width, hold dumbbells with palms facing forward, and curl towards your shoulders. Keep elbows stationary."
Sledgehammer swing,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m3-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,"A moderately rated exercise targeting the Abdominals using other. Sledgehammer swing is designed to improve strength, flexibility, and endurance."
Single-arm kettlebell snatch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,"A moderately rated exercise targeting the Shoulders using kettlebells. Single-arm kettlebell snatch is designed to improve strength, flexibility, and endurance."
Box jump,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75e-box-jump-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75e-box-jump-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,"A moderately rated exercise targeting the Hamstrings using other. Box jump is designed to improve strength, flexibility, and endurance."
Standing cable crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Abdominals using cable. Standing cable crunch is designed to improve strength, flexibility, and endurance."
Standing barbell overhead triceps extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,"A moderately rated exercise targeting the Triceps using barbell. Standing barbell overhead triceps extension is designed to improve strength, flexibility, and endurance."
Lying cable triceps extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Triceps using cable. Lying cable triceps extension is designed to improve strength, flexibility, and endurance."
